ra,dec,pmra,pmdec,CMC15[dm|r|ra|dec|t],Pan-STARRS DR1[dm|r|ra|dec|t],2MASS All-Sky[dm|r|ra|dec|t],SDSS DR12[dm|r|ra|dec|t],URAT1[dm|r|ra|dec|t],UCAC4[dm|r|ra|dec|t]
295.38820870773554,20.491492384476395,-0.5089512110284495,-7.027667709642396,3.53|5.819|295.389257|20.492787|2001.5,0.06|23.742|295.39519216|20.49238109|2012.2,4.64|14.604|295.383908|20.491076|1997.5,,nan|5.754|295.3892586|20.4927631|2013.5,nan|23.838|295.3892177|20.4849437|1994.0
272.9798802485671,6.697311366296451,-4.3783178616838585,-1.5915418354287685,3.31|28.388|272.972062|6.698656|2004.5,0.01|20.873|272.97635849|6.70193668|2012.3,4.09|21.606|272.985491|6.699561|1999.6,,nan|21.54|272.9855069|6.6994708|2013.3,
157.78765239896302,-53.25806047277539,166.10319275699968,-99.55771326139963,,,1.42|2.939|157.786531|-53.25761|2000.0,,,0.74|3.026|157.7864524|-53.2576395|1991.0
108.5370940287986,18.48345580509556,39.046492793889385,-159.60959627000884,0.05|2.403|108.536913|18.484093|2001.2,,0.14|7.87|108.536962|18.485632|1997.9,,1.01|0.271|108.5370783|18.4835219|2013.9,1.01|2.543|108.5369186|18.4841348|1982.1
110.93132068734194,20.415298565858752,-65.5762910624989,-230.9519151753759,0.03|3.268|110.931575|20.41617|2002.0,0.99|3.47|110.93161722|20.41621715|2001.3,1.86|3.871|110.931612|20.416334|1999.3,,1.08|0.371|110.9313428|20.4153944|2014.0,1.08|3.721|110.9316224|20.4162884|1998.4
278.16717138343023,-22.407668940745875,-11.022546331616333,4.973608950123597,2.76|19.181|278.170395|-22.403242|2006.5,0.05|6.264|278.16544614|-22.40698277|2012.6,3.44|6.521|278.165242|-22.407387|1999.5,,nan|7.226|278.1691322|-22.4067878|2013.7,nan|7.276|278.1691459|-22.406782|1982.0
278.15661534009394,-22.319929539442615,-24.575192041421538,-68.64412482328945,2.59|17.457|278.160408|-22.323278|2006.5,0.06|11.793|278.15934245|-22.32202113|2012.4,3.81|23.78|278.163013|-22.316977|1999.5,,nan|11.862|278.1601658|-22.3195881|2013.7,nan|11.918|278.1601736|-22.3195145|1989.2
278.17402025020635,-22.380082447410754,-17.838545974580942,10.77719533007842,1.42|21.383|278.167616|-22.380444|2005.5,0.03|29.229|278.16534767|-22.38130422|2011.9,2.49|13.113|278.171527|-22.377262|1999.5,,nan|6.056|278.1728414|-22.3788011|2013.7,nan|11.839|278.1751245|-22.3769484|1987.3
278.1548351645321,-22.383681107723465,-20.045117851771632,7.689091981755012,0.82|16.425|278.154983|-22.388236|2005.0,0.11|12.019|278.15149819|-22.38493443|2012.5,1.49|29.336|278.163374|-22.385717|1999.5,,nan|3.459|278.1541992|-22.38443|2013.7,nan|3.454|278.1542315|-22.3844509|1975.4
284.0776012606192,7.059728124548025,-14.42265748571671,9.845770726067109,,0.27|4.373|284.07870671|7.06026828|2012.3,2.64|21.053|284.075384|7.06515|1999.6,,nan|0.228|284.0776508|7.0596875|2013.2,
271.6504428837723,-29.489275551140324,149.7568658566045,-186.9607202037104,2.0|21.538|271.64414|-29.491641|2003.4,0.02|17.375|271.64493616|-29.48876694|2013.4,5.39|23.453|271.650666|-29.482758|1998.5,,,nan|7.738|271.6520245|-29.4909262|1999.4
225.9478828707544,-68.21564951675127,-80.1408430633208,26.86710707129243,,,1.7|25.435|225.938951|-68.209412|2000.2,,,2.05|15.52|225.9584962|-68.217417|1990.6
197.1926148335603,18.70168314182444,-105.64114260233902,-297.36012497752466,0.55|4.173|197.193042|18.70277|2002.2,1.72|1.031|197.19269834|18.70195883|2012.1,0.54|23.487|197.192187|18.695171|1999.4,1.96|3.262|197.192931|18.702539|2005.3,1.84|0.552|197.1926658|18.7018292|2013.8,1.84|4.495|197.1931133|18.7028398|2000.0
196.6348461617384,19.042270043543308,38.46764245777645,46.28854159109702,0.68|0.954|196.63465|19.042084|1999.4,1.89|0.058|196.63483652|19.04225987|2012.5,2.91|1.071|196.634613|19.042074|1997.4,2.16|0.675|196.63472|19.042128|2005.3,2.1|0.127|196.63482|19.0422489|2013.8,2.1|0.887|196.6346798|19.0420831|2001.2
321.77720958609746,16.123737099574914,-78.27332709619006,-96.22506973626264,0.38|2.064|321.777693|16.124088|2000.7,0.25|1.647|321.777514|16.1241|2000.9,0.88|1.647|321.777514|16.1241|2000.9,,nan|0.208|321.7772547|16.1237872|2013.8,nan|1.892|321.7775568|16.1241542|1991.2
321.79039517618014,16.147625764532705,-9.46436086747384,-13.508485188849392,,0.11|0.035|321.7903939|16.14762562|2012.5,,,,
114.62409911849329,-50.07143047519124,-110.15622305048788,46.837713747262214,,,0.9|6.679|114.621833|-50.07029|2000.0,,,1.15|6.673|114.6218471|-50.0702814|1997.1
10.741440433276985,49.88654935815731,139.8276296497179,-43.59299422100378,0.31|28.139|10.737872|49.879083|2003.4,1.01|28.189|10.737841|49.87907449|2012.5,1.03|28.143|10.737836|49.879089|1998.9,,nan|0.356|10.7413061|49.8865778|2013.4,0.35|28.189|10.7378548|49.8790717|1996.6
11.82304850370708,50.48959175548489,-1.290117945569946,4.5502058680537125,,0.56|0.074|11.82309439|50.48959353|2011.7,1.03|0.057|11.82308|50.489582|1998.9,,0.36|0.075|11.8230294|50.4895956|2013.5,0.42|0.052|11.8230795|50.4895839|1997.7
11.028478203861143,50.107044361104485,-3.9491442468831264,4.910441467739073,2.43|12.059|11.023682|50.108352|2005.8,0.27|25.041|11.02967542|50.11396014|2012.8,3.54|12.224|11.023662|50.108437|1998.9,,nan|0.211|11.0284028|50.1070592|2013.4,
277.57289899854726,-14.9559894436759,21.86202304635303,78.04272918058787,2.36|20.265|277.578731|-14.956109|2004.6,0.02|24.032|277.57338382|-14.96264322|2012.4,4.3|15.272|277.577289|-14.955731|1998.3,,6.74|28.997|277.5800833|-14.9600819|2014.4,6.75|28.818|277.5800553|-14.9600298|1998.3
277.2998369801641,-15.061146882133205,10.182953788839502,-5.7449014275363535,2.63|8.809|277.29754|-15.06216|2003.6,0.02|12.392|277.29652441|-15.06239549|2012.5,4.84|23.704|277.296262|-15.066744|1998.3,,,nan|9.619|277.3026098|-15.06121|1997.2
136.32964687185208,-48.112639617825394,8.96810969570431,-51.098159669392345,,,1.99|27.813|136.3193|-48.116093|2000.3,,,1.78|0.766|136.3296021|-48.1124356|1995.2
76.73091352188305,-69.64325717494027,22.35109268942337,-8.893393314085161,,,3.97|24.767|76.740511|-69.649277|1998.8,,,5.45|26.511|76.7455798|-69.6379534|1990.4
150.04047992114488,6.784129444259079,-94.07710240158372,-74.03197224988159,0.82|1.575|150.040819|6.784411|2002.1,2.1|0.085|150.04049647|6.78414554|2012.8,3.16|1.902|150.04089|6.784468|2000.1,2.42|1.612|150.040842|6.784399|2002.1,nan|0.213|150.0405203|6.7841728|2014.0,nan|1.875|150.0409062|6.7844362|2000.3
151.24157630866395,7.0145130116802585,-236.8882179012304,10.247605578700137,0.53|3.41|151.242536|7.014477|2000.6,1.76|0.208|151.24164|7.0145002|2012.5,2.77|3.605|151.242591|7.014485|2000.2,3.18|3.127|151.242457|7.014479|2002.2,1.86|0.303|151.2416667|7.0145139|2014.0,1.86|3.591|151.2425868|7.0144806|2000.0
149.6049402644879,6.9489479525268765,177.54659724813587,-5.951632991698966,0.5|2.44|149.604265|6.948989|2001.5,1.85|0.161|149.6049015|6.94894912|2011.9,2.74|2.599|149.604219|6.948945|2000.1,2.11|2.381|149.604281|6.948982|2002.2,1.95|0.269|149.6048728|6.9489594|2014.0,1.95|2.55|149.6042327|6.9489495|2000.0
144.00614911283662,-32.633608852057336,-22.206984551204734,-134.14600503474344,0.32|0.836|144.00616|-32.633382|2009.3,nan|0.104|144.00617813|-32.63359097|2015.0,2.34|2.174|144.006272|-32.633018|1999.2,,,1.66|2.099|144.0062595|-32.6330375|1984.2
272.3598696547858,-45.10707858220656,-21.97578224972279,33.83237952973329,,,2.67|26.869|272.353936|-45.113247|1999.4,,,nan|13.259|272.357055|-45.1039756|1989.0
273.9132298759308,-33.69718330399673,-253.0419700219236,-565.3739288212846,0.39|5.477|273.913963|-33.695781|2006.6,,0.35|6.469|273.911167|-33.697689|1998.6,,,nan|6.444|273.9111774|-33.6976931|1998.5
273.86367233619455,-33.557438685267954,-21.89491558253727,10.670693024738453,1.83|6.782|273.861634|-33.556632|2005.5,,2.65|25.183|273.855389|-33.556339|1998.6,,,nan|1.924|273.8632424|-33.5578237|1998.4
274.0544892547589,-33.38310153361084,-21.71557954446449,-4.042646866754376,1.9|29.586|274.060005|-33.376285|2005.5,,3.23|19.307|274.051116|-33.378536|1998.6,,,nan|4.85|274.0531862|-33.3823103|1986.6
274.10940930607984,-33.40468460251936,-15.010095720896445,15.480342844584793,1.7|22.137|274.104465|-33.409231|2005.5,,2.87|29.31|274.099951|-33.406639|1998.6,,,nan|8.437|274.1115706|-33.4061823|1990.9
121.36240113056836,-19.632023746151862,7.832171763289434,1.2786139014089757,4.22|25.276|121.35998|-19.638668|2005.0,0.5|0.068|121.36238859|-19.6320244|2012.5,4.71|13.595|121.358401|-19.63217|1999.1,,,4.74|24.578|121.3696545|-19.6318714|1991.8
121.79082596389615,-19.190503156753174,10.220497684875802,13.94518188220365,4.41|24.426|121.784153|-19.193007|2006.1,0.11|16.96|121.79567042|-19.18936122|2013.0,4.56|27.127|121.786551|-19.184151|1999.1,,,4.16|24.303|121.7841562|-19.1929209|1971.1
121.51045947253485,-19.38002557024382,2.5413188523275916,14.93855601586051,2.35|21.478|121.512287|-19.385745|2005.7,0.29|29.308|121.51791988|-19.38413498|2012.6,2.72|25.929|121.517851|-19.381861|1999.1,,,3.36|5.574|121.5107115|-19.3785006|1994.2
70.99731591168475,51.1076388568435,482.270246582466,11.282578879051053,,0.07|1.873|70.99649884|51.1076225|2011.7,0.3|29.46|70.98808|51.101868|2000.0,,nan|1.077|70.9968511|51.1076392|2013.4,nan|6.124|70.9946183|51.1076059|2000.0
111.63840611320366,-25.82486185043181,-5.291399080777689,2.0529952856193026,3.8|28.945|111.646581|-25.821615|2004.5,0.07|23.746|111.64534604|-25.82273411|2012.2,1.5|28.736|111.634719|-25.832125|1999.1,,,3.23|29.03|111.6466074|-25.8216106|1996.5
112.29580376489857,-26.10732466372146,-34.51512441053084,-174.97037556444874,3.75|4.302|112.294485|-26.107442|2005.6,0.06|23.467|112.28940321|-26.11039564|2012.3,5.9|23.254|112.30232|-26.110079|1999.1,,,5.7|9.621|112.2985253|-26.108425|1993.9
254.61026956029247,31.075293813223077,-379.3872833782628,255.2023580958215,0.41|5.821|254.611832|31.074386|2002.6,1.6|2.903|254.61097747|31.07476299|2010.1,2.53|7.419|254.612289|31.074173|1999.3,3.18|5.89|254.611866|31.074395|2002.4,1.72|0.731|254.6104769|31.0751939|2013.9,1.72|6.054|254.6119148|31.0743756|2000.0
248.8827708255294,-61.995515997034175,-13.608552339592745,8.282597440655964,,,4.72|26.95|248.867035|-61.996674|2000.3,,,4.78|1.987|248.8839253|-61.9953773|1980.2
218.39024111627083,-9.934165995006325,-260.6288604743949,-504.23108262335273,0.04|6.928|218.391169|-9.932467|2003.2,0.97|2.588|218.39071314|-9.93361019|2011.3,1.91|9.052|218.391469|-9.931956|1999.2,,1.15|0.731|218.3903469|-9.9339861|2014.1,1.16|8.654|218.3913721|-9.9320306|2000.0
124.07803877664742,50.0473680050164,-12.299873109333332,-189.5822048979769,0.75|2.445|124.078063|50.048041|2002.6,1.95|0.141|124.07803831|50.04740093|2012.9,1.07|8.671|124.080867|50.045776|1999.8,2.19|2.89|124.078097|50.048164|2000.3,1.83|0.352|124.0780371|50.0474597|2013.7,1.75|2.329|124.0780389|50.0480089|2000.0
253.24129188276368,-31.046592485659186,9.82805449609532,0.5900616748326518,3.09|19.757|253.237176|-31.050787|2006.5,0.0|25.471|253.23534296|-31.05148774|2012.7,3.88|10.246|253.242949|-31.049059|1998.5,,,nan|4.494|253.2423992|-31.0457678|1979.2
252.99041971977985,-31.17670092213964,-27.121795589712054,9.987535966156377,3.47|22.296|252.99455|-31.171605|2007.1,0.06|19.357|252.98499901|-31.17398861|2013.9,3.85|25.056|252.992348|-31.169933|1998.5,,,6.27|22.529|252.9879783|-31.1707998|1997.1
253.3356351529063,-31.058343774293537,-9.687656576154332,7.12081067192065,3.03|20.882|253.342262|-31.057112|2006.9,0.26|29.631|253.32724863|-31.06234268|2012.7,2.74|16.101|253.334517|-31.053972|1998.5,,,nan|6.375|253.3371609|-31.059542|1991.4
252.5920468214304,-30.951068600650547,-4.795210391421113,3.8831748177062986,2.44|26.287|252.598244|-30.946049|2007.4,0.05|15.989|252.58758169|-30.95330137|2012.3,3.01|9.058|252.592621|-30.953533|1999.5,,,nan|9.867|252.589648|-30.9492617|1992.8
252.15823207781537,-31.1200196507658,43.372234911345956,7.155544715247406,3.39|26.128|252.154541|-31.113485|2006.9,0.09|26.173|252.1572112|-31.1272317|2011.9,3.58|9.878|252.160527|-31.118092|1999.4,,,
253.08651833581402,-31.21342690183415,-7.368085676533092,7.6720205201539775,3.25|25.344|253.092021|-31.20818|2005.6,0.06|22.77|253.09196562|-31.21770864|2014.4,3.87|29.815|253.085727|-31.221676|1998.5,,,5.32|25.695|253.0788777|-31.2105687|1995.5
253.38418848519933,-31.04042471944813,14.181256215164698,-13.351859651823355,4.0|29.844|253.393674|-31.038749|2006.9,0.16|24.214|253.39171136|-31.04236738|2012.8,4.09|18.355|253.380036|-31.044065|1998.5,,,nan|23.843|253.3801433|-31.0347809|1966.9
189.69042909387286,27.442971411493172,-151.26677368229147,35.773915938319604,0.44|2.261|189.691122|27.442829|2001.3,1.96|0.172|189.69048457|27.44295828|2012.0,2.96|2.39|189.691162|27.442823|2000.3,2.15|1.613|189.690928|27.442885|2005.0,nan|0.245|189.6905065|27.4429522|2013.8,nan|2.072|189.6910612|27.4428289|2001.3
190.61726888044842,26.88106520746427,-147.00709739800982,2.0572681090907543,,2.58|0.149|190.61731873|26.88106501|2011.8,3.53|2.367|190.618006|26.881002|1999.1,2.86|1.574|190.617762|26.881048|2005.0,nan|0.238|190.6173464|26.8810619|2013.7,
157.5734863536059,42.1518597896916,58.849554476825645,-19.3696559163328,,1.8|4.035|157.57331119|42.1529684|2012.6,2.86|4.503|157.572985|42.153049|1998.4,3.02|0.734|157.573229|42.151922|2003.0,nan|0.134|157.5734406|42.151865|2013.8,
149.77246835521782,53.26368739093014,-59.19068540760228,2.0054906679447897,,0.53|0.029|149.77247979|53.2636878|2012.9,0.94|0.989|149.772928|53.263702|1999.0,0.25|0.914|149.772879|53.26375|2002.0,0.63|0.117|149.7725072|53.2636589|2013.9,1.36|0.887|149.7728753|53.2636387|1990.8
138.6849883935355,-0.5964472258717584,-132.7690960150035,-21.31872510635995,0.68|1.742|138.685469|-0.596356|2003.3,2.16|0.11|138.68502294|-0.59644111|2012.8,1.8|22.665|138.680049|-0.600349|1998.9,2.41|1.981|138.685538|-0.596364|2001.2,nan|0.188|138.6850446|-0.5964369|2014.0,nan|3.636|138.6859948|-0.5963109|2000.0
137.3756899089455,-0.3992224898607691,1.2479676572029994,-183.74702334862891,0.04|2.361|137.375668|-0.398573|2002.8,0.07|0.895|137.37561715|-0.39899243|2012.7,1.28|3.121|137.375641|-0.398363|1998.9,0.7|3.367|137.375528|-0.398308|1998.9,1.52|0.279|137.3756764|-0.3991531|2014.1,1.52|2.894|137.3756898|-0.3984242|1991.1
140.0296054274279,-0.1530540110835396,-72.93604646052059,5.834427908073372,0.34|1.199|140.029942|-0.153103|1999.6,1.55|0.025|140.02961072|-0.1530527|2013.3,2.5|1.033|140.029897|-0.153091|2000.1,2.76|1.095|140.029911|-0.153115|1999.2,1.69|0.093|140.0296358|-0.1530689|2014.2,1.69|1.136|140.0299253|-0.1530945|1995.2
145.62192936456057,-55.57533814061159,-70.4233673430398,61.522566731554356,,,0.15|12.872|145.620169|-55.571911|2000.0,,,1.9|1.526|145.6224989|-55.5756262|1998.3
301.00185252462967,23.268309849111386,-2.4555840434666614,-4.205053036078309,3.75|27.005|301.007784|23.263154|2001.4,0.07|27.448|301.00139367|23.27592844|2012.3,4.1|13.536|300.99787|23.267475|2000.3,,5.41|28.537|301.0029936|23.2604578|2013.8,nan|27.584|301.0098403|23.2705414|1956.3
301.69512911723024,23.55943292757797,-11.473025426351855,13.680151616389807,3.99|22.745|301.701979|23.558684|2001.4,0.06|13.616|301.69445245|23.56316885|2012.1,4.36|21.963|301.701462|23.561335|1999.8,,5.06|5.152|301.6966969|23.5594106|2013.7,nan|5.213|301.6967153|23.5594103|2001.2
301.3324720362541,23.654110564329358,4.148405910416507,-2.7024534303772723,4.03|29.668|301.323644|23.652559|2003.9,0.03|19.632|301.3282446|23.65795029|2012.5,4.17|17.307|301.328702|23.657455|2000.3,,5.2|25.253|301.3393608|23.6571936|2013.7,nan|24.311|301.33405|23.6475187|1995.9
300.9624874808115,23.336756209034252,-1004.1387965190806,-912.5400325569092,0.28|19.108|300.96682|23.340283|2001.4,0.78|2.285|300.96312947|23.33701217|2011.7,1.35|20.568|300.967074|23.34063|2000.3,,nan|1.949|300.9629297|23.3371272|2014.1,nan|9.982|300.9639824|23.3391748|1979.7
252.8544338492427,-33.207034189466945,4.58761604774704,10.226725813749363,3.35|20.458|252.85223|-33.201657|2005.5,,3.85|19.913|252.858886|-33.202934|1998.5,,,
253.00311696993165,-33.19493159423668,-4.442946933341963,5.1050963003497465,2.91|29.931|253.005472|-33.186848|2005.5,,3.41|7.47|253.000745|-33.195507|1998.5,,,4.37|3.742|253.0036292|-33.1939767|1995.3
252.83387799876078,-33.11726146211964,-11.897428954362258,13.652119573316536,2.85|28.94|252.831013|-33.124927|2005.5,,3.5|18.332|252.835396|-33.112324|1999.5,,,nan|26.422|252.8302348|-33.1105853|1977.5
252.84413272515374,-33.164015321848375,-2.154754329420032,0.08286919215780998,1.43|10.601|252.84368|-33.16693|2005.5,,2.58|22.535|252.839874|-33.169151|1999.5,,,3.9|11.3|252.8478721|-33.1636923|1989.1
253.13188891563343,-33.20800732157879,-22.81641809083917,7.776832645918781,2.68|12.346|253.129808|-33.210953|2005.5,,3.19|23.148|253.136606|-33.213085|1998.5,,,4.71|18.498|253.1262892|-33.2100956|1995.0
63.01464873043074,20.83114594373691,136.32691173359765,-40.91534802214242,0.94|1.996|63.014085|20.831289|2002.1,2.18|0.161|63.01461184|20.83115712|2012.3,3.23|2.49|63.013945|20.831331|1997.8,,2.35|0.364|63.014555|20.8311758|2013.4,nan|2.037|63.0140662|20.8312662|2000.9
62.08222901283288,20.141588931458305,51.557982692551754,-98.71085696623732,0.7|1.404|62.082045|20.141931|2003.5,0.62|25.038|62.07876968|20.14773139|2012.6,2.32|26.797|62.081534|20.134171|1997.8,0.23|25.166|62.078779|20.147776|2004.0,0.76|25.038|62.078805|20.1477489|2013.4,0.76|25.236|62.0787783|20.1477978|1998.8
61.7643173993825,20.28060462183825,169.64557839171624,-46.2341381592825,0.93|2.039|61.763752|20.280778|2004.3,2.25|0.196|61.76427035|20.28061791|2012.4,3.24|2.986|61.763477|20.280834|1997.8,,2.3|0.419|61.7642069|20.2806353|2013.5,nan|2.699|61.7635542|20.2807973|2000.9
166.06633483176452,-38.044607378940356,-4.145102786488697,-1.5369341038644606,4.74|22.936|166.074332|-38.043598|2009.2,,3.09|0.824|166.066629|-38.044563|1999.3,,,3.9|23.25|166.0744374|-38.0435659|1976.6
174.62513139587838,-34.925998749594605,-55.83610514158413,129.18126638087642,0.55|1.261|174.625287|-34.926331|2006.2,,2.61|2.216|174.625439|-34.926567|1999.2,,,1.85|2.176|174.6254274|-34.9265589|1992.6
95.31595170226541,6.295745758520387,-18.777135757634326,-43.65692085239053,0.67|0.75|95.316032|6.295935|2000.5,1.95|0.058|95.31595358|6.29575543|2012.6,0.79|17.116|95.32043|6.294052|1999.9,2.21|0.411|95.316001|6.295846|2007.9,2.16|0.092|95.3159503|6.2957644|2013.9,2.16|0.788|95.3160083|6.2959531|1999.0
288.1125885113413,19.42126975996145,7.968597708701893,-35.973317591927064,3.57|10.025|288.113803|19.418735|2001.2,0.04|29.62|288.10875055|19.42866199|2011.8,3.92|29.564|288.10873|19.428635|2000.3,,nan|9.249|288.1102533|19.4225889|2013.7,nan|21.242|288.1113577|19.4270598|1994.1
123.5322311989728,-68.38571612949605,-47.83061337282754,37.2660387086505,,,2.16|1.021|123.532835|-68.385902|2000.0,,,1.44|0.914|123.5327806|-68.3858795|1992.8
357.32288989410904,-42.10346868249551,-17.37799491346152,-180.17001959637642,,,2.3|2.859|357.323001|-42.102676|1999.7,,,1.52|2.813|357.3229953|-42.1026884|1989.8
280.86658968830864,-7.949549134008981,4.671925214528879,33.17984850915741,2.72|26.868|280.873711|-7.952003|2002.5,0.18|22.54|280.86278409|-7.95453783|2012.3,4.7|26.75|280.873672|-7.952014|1999.6,,nan|3.37|280.8674519|-7.9491456|2013.7,nan|3.406|280.8674627|-7.9491448|2000.2
280.9651011112619,-8.009645653698023,25.39215162795588,-22.60538286188489,2.35|3.999|280.964838|-8.010718|2002.5,0.23|15.295|280.96325448|-8.01347154|2012.0,4.51|13.02|280.968551|-8.008434|1999.6,,nan|3.962|280.9647853|-8.0106931|2013.4,nan|7.467|280.9672015|-8.0095864|1979.8
105.09216359785692,58.87359092557722,-19.99901884552875,-88.59978362917391,,1.23|26.187|105.08913278|58.88068756|2013.2,0.16|26.231|105.08916|58.880703|1999.0,,1.17|26.241|105.0891131|58.8807006|2013.7,1.17|26.257|105.0891365|58.8807078|1993.2
98.92499117442257,59.73809189509285,112.01563856449788,-97.53012855595898,,2.01|18.073|98.92796319|59.74287917|2013.0,0.01|18.216|98.927896|59.742931|2000.0,,nan|0.316|98.9248725|59.7381458|2013.7,nan|1.751|98.9242824|59.7384109|2000.0
115.862395232985,8.257680556899588,-118.5636089291802,99.05788347149618,0.26|2.285|115.86289|8.257263|2000.9,1.54|0.424|115.86249428|8.25760064|2012.5,0.21|23.267|115.866257|8.262891|1999.9,,1.45|23.479|115.8663369|8.2629061|2013.8,1.45|23.239|115.8662489|8.2628875|1999.1
257.87313196762227,-16.491882430021438,-9.123473535533279,4.785549881573044,0.38|0.357|257.873216|-16.491944|2002.6,0.2|0.68|257.873333|-16.491913|1998.3,0.57|0.68|257.873333|-16.491913|1998.3,,,2.43|0.254|257.8732068|-16.4919059|1990.0
242.92125689656564,-34.69077181487945,-17.738402674850843,-5.264490655416092,3.45|23.052|242.913488|-34.691078|2005.4,,3.78|11.523|242.920655|-34.687607|1998.5,,,nan|15.55|242.9190798|-34.6946956|1980.9
250.4555359540884,-31.895685307902962,-3.7032517529343085,9.090912916930717,3.21|24.734|250.459389|-31.901727|2005.5,0.01|12.997|250.45403112|-31.89230727|2014.4,3.69|17.38|250.460871|-31.89399|1999.4,,,7.27|23.447|250.4533542|-31.8894392|1998.4
250.4389802429559,-31.7265572516366,-10.340657716844577,7.906441332544504,2.9|29.585|250.432924|-31.720156|2005.5,1.75|6.35|250.44094515|-31.72596637|1999.4,3.34|20.48|250.444235|-31.730082|1999.4,,,nan|9.595|250.4417403|-31.7278292|1980.9
261.17506721905204,-46.25725582764238,-1.7251556089980642,10.697318978971024,,,2.77|28.799|261.168827|-46.250519|1999.5,,,nan|4.382|261.1747648|-46.2584487|1998.5
255.29930814608107,55.58260959263377,165.22349487247655,-184.29122069438682,,1.69|0.949|255.29900654|55.58281495|2011.9,2.61|3.933|255.298081|55.583458|1999.4,,1.85|0.507|255.299165|55.5827292|2013.6,1.85|3.847|255.29806|55.5834164|1999.8
257.78507974478117,56.65890089802426,-14.297860212367597,-60.3326396151821,,6.24|2.253|257.78400155|56.65870629|2011.3,1.17|1.089|257.785146|56.659206|1999.3,4.07|1.092|257.785065|56.659209|2000.3,nan|0.116|257.7850883|56.6589378|2013.9,nan|1.087|257.7850968|56.6592075|1991.2
279.12625191833786,-4.102680852271977,-5.741308753333633,-5.9541971328164935,3.15|25.494|279.132897|-4.100164|2004.4,0.46|23.166|279.12182972|-4.10735437|2012.0,4.1|13.962|279.129702|-4.100874|1998.8,,4.07|28.029|279.1223856|-4.095915|2013.6,nan|9.711|279.1269659|-4.1000714|2000.0
